2017 NAICS Code,2017 NAICS Title,GHG,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Reference USEEIO Code,,,,,
483211,Inland Water Freight Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0,0.816,483000,,,"kg CO2e/2022 USD, purchaser price",327211,0.537
483212,Inland Water Passenger Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0,0.816,483000,,,Flavoring Syrup and Concentrate Manufacturing,311930,0.195
484110,"General Freight Trucking, Local",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0,0.595,484000,,,"kg CO2e/2022 USD, purchaser price",311930,0.195
484121,"General Freight Trucking, Long-Distance, Truckload",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0,0.595,484000,,,Flight Training,611512,0.108
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0,0.595,484000,,,"kg CO2e/2022 USD, purchaser price",611512,0.108
484210,Used Household and Office Goods Moving,All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0,0.595,484000,,,Floor Covering Stores,442210,0.111
484220,"Specialized Freight (except Used Goods) Trucking, Local",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0,0.595,484000,,,"kg CO2e/2022 USD, purchaser price",442210,0.111
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0,0.595,484000,,,Flooring Contractors,238330,0.221
485111,Mixed Mode Transit Systems,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,"kg CO2e/2022 USD, purchaser price",238330,0.221
485112,Commuter Rail Systems,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,Floriculture Production,111422,0.266
485113,Bus and Other Motor Vehicle Transit Systems,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,"kg CO2e/2022 USD, purchaser price",111422,0.266
485119,Other Urban Transit Systems,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,Florists,453110,0.111
485210,Interurban and Rural Bus Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,"kg CO2e/2022 USD, purchaser price",453110,0.111
485310,Taxi Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,Flour Milling,311211,0.732
485320,Limousine Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,"kg CO2e/2022 USD, purchaser price",311211,0.732
485410,School and Employee Bus Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",424930,0.144
485510,Charter Bus Industry,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,"kg CO2e/2022 USD, purchaser price",424930,0.144
485991,Special Needs Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,Fluid Milk Manufacturing,311511,0.766
485999,All Other Transit and Ground Passenger Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,,,"kg CO2e/2022 USD, purchaser price",311511,0.766
486110,Pipeline Transportation of Crude Oil,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0,1.619,486000,,,Fluid Power Cylinder and Actuator Manufacturing,333995,0.182
486210,Pipeline Transportation of Natural Gas,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0,1.619,486000,,,"kg CO2e/2022 USD, purchaser price",333995,0.182
486910,Pipeline Transportation of Refined Petroleum Products,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0,1.619,486000,,,Fluid Power Pump and Motor Manufacturing,333996,0.182
486990,All Other Pipeline Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0,1.619,486000,,,"kg CO2e/2022 USD, purchaser price",333996,0.182
487110,"Scenic and Sightseeing Transportation, Land",All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Fluid Power Valve and Hose Fitting Manufacturing,332912,0.146
487210,"Scenic and Sightseeing Transportation, Water",All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",332912,0.146
487990,"Scenic and Sightseeing Transportation, Other",All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Folding Paperboard Box Manufacturing,322212,0.449
488111,Air Traffic Control,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",322212,0.449
488119,Other Airport Operations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Food (Health) Supplement Stores,446191,0.13
488190,Other Support Activities for Air Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",446191,0.13
488210,Support Activities for Rail Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Food Product Machinery Manufacturing,333241,0.166
488310,Port and Harbor Operations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",333241,0.166
488320,Marine Cargo Handling,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Food Service Contractors,722310,0.132
488330,Navigational Services to Shipping,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",722310,0.132
488390,Other Support Activities for Water Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Footwear and Leather Goods Repair,811430,0.113
488410,Motor Vehicle Towing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",811430,0.113
488490,Other Support Activities for Road Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Footwear Manufacturing,316210,0.222
488510,Freight Transportation Arrangement,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",316210,0.222
488991,Packing and Crating,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,Footwear Merchant Wholesalers,424340,0.144
488999,All Other Support Activities for Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A000,,,"kg CO2e/2022 USD, purchaser price",424340,0.144
491110,Postal Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,491000,,,Forest Nurseries and Gathering of Forest Products,113210,0.199
492110,Couriers and Express Delivery Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.303,0,0.303,492000,,,"kg CO2e/2022 USD, purchaser price",113210,0.199
492210,Local Messengers and Local Delivery,All GHGs,"kg CO2e/2022 USD, purchaser price",0.303,0,0.303,492000,,,Formal Wear and Costume Rental,532281,0.102
493110,General Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0,0.244,493000,,,"kg CO2e/2022 USD, purchaser price",532281,0.102
493120,Refrigerated Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0,0.244,493000,,,Framing Contractors,238130,0.221
493130,Farm Product Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0,0.244,493000,,,"kg CO2e/2022 USD, purchaser price",238130,0.221
493190,Other Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0,0.244,493000,,,Freestanding Ambulatory Surgical and Emergency Centers,621493,0.096
511110,Newspaper Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0.039,0.082,511110,,,"kg CO2e/2022 USD, purchaser price",621493,0.096
511120,Periodical Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.043,0.103,511120,,,Freight Transportation Arrangement,488510,0.162
511130,Book Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.035,0.107,511130,,,"kg CO2e/2022 USD, purchaser price",488510,0.162
511140,Directory and Mailing List Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,5111A0,,,Fresh Fruit and Vegetable Merchant Wholesalers,424480,0.159
511191,Greeting Card Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,5111A0,,,"kg CO2e/2022 USD, purchaser price",424480,0.159
511199,All Other Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,5111A0,,,"Frozen Cakes, Pies, and Other Pastries Manufacturing",311813,0.213
511210,Software Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.036,0.045,0.08,511200,,,"kg CO2e/2022 USD, purchaser price",311813,0.213
512110,Motion Picture and Video Production,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100,,,"Frozen Fruit, Juice, and Vegetable Manufacturing",311411,0.438
512120,Motion Picture and Video Distribution,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100,,,"kg CO2e/2022 USD, purchaser price",311411,0.438
512131,Motion Picture Theaters (except Drive-Ins),All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100,,,Frozen Specialty Food Manufacturing,311412,0.438
512132,Drive-In Motion Picture Theaters,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100,,,"kg CO2e/2022 USD, purchaser price",311412,0.438
512191,Teleproduction and Other Postproduction Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100,,,Fruit and Tree Nut Combination Farming,111336,0.429
512199,Other Motion Picture and Video Industries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100,,,"kg CO2e/2022 USD, purchaser price",111336,0.429
512230,Music Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,512200,,,Fruit and Vegetable Canning,311421,0.343
512240,Sound Recording Studios,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,512200,,,"kg CO2e/2022 USD, purchaser price",311421,0.343
512250,Record Production and Distribution,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,512200,,,Fruit and Vegetable Markets,445230,0.186
512290,Other Sound Recording Industries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,512200,,,"kg CO2e/2022 USD, purchaser price",445230,0.186
515111,Radio Networks,All GHGs,"kg CO2e/2022 USD, purchaser price",0.079,0,0.079,515100,,,Fuel Dealers,454310,0.094
515112,Radio Stations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.079,0,0.079,515100,,,"kg CO2e/2022 USD, purchaser price",454310,0.094
515120,Television Broadcasting,All GHGs,"kg CO2e/2022 USD, purchaser price",0.079,0,0.079,515100,,,Full-Service Restaurants,722511,0.194
515210,Cable and Other Subscription Programming,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,515200,,,"kg CO2e/2022 USD, purchaser price",722511,0.194
517311,Wired Telecommunications Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.075,0,0.075,517110,,,Funeral Homes and Funeral Services,812210,0.047
517312,Wireless Telecommunications Carriers (except Satellite),All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,517210,,,"kg CO2e/2022 USD, purchaser price",812210,0.047
517410,Satellite Telecommunications,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,517A00,,,Fur-Bearing Animal and Rabbit Production,112930,1.077
517911,Telecommunications Resellers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,517A00,,,"kg CO2e/2022 USD, purchaser price",112930,1.077
517919,All Other Telecommunications,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,517A00,,,Furniture Merchant Wholesalers,423210,0.108
518210,"Data Processing, Hosting, and Related Services",All GHGs,"kg CO2e/2022 USD, purchaser price",0.093,0,0.093,518200,,,"kg CO2e/2022 USD, purchaser price",423210,0.108
519110,News Syndicates,All GHGs,"kg CO2e/2022 USD, purchaser price",0.064,0,0.064,5191A0,,,Furniture Stores,442110,0.111
519120,Libraries and Archives,All GHGs,"kg CO2e/2022 USD, purchaser price",0.064,0,0.064,5191A0,,,"kg CO2e/2022 USD, purchaser price",442110,0.111
519130,Internet Publishing and Broadcasting and Web Search Portals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.067,0,0.067,519130,,,"Gasket, Packing, and Sealing Device Manufacturing",339991,0.121
519190,All Other Information Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.064,0,0.064,5191A0,,,"kg CO2e/2022 USD, purchaser price",339991,0.121
521110,Monetary Authorities-Central Bank,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,52A000,,,Gasoline Stations with Convenience Stores,447110,0.183
522110,Commercial Banking,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,52A000,,,"kg CO2e/2022 USD, purchaser price",447110,0.183
522120,Savings Institutions,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,52A000,,,General Automotive Repair,811111,0.103
522130,Credit Unions,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,52A000,,,"kg CO2e/2022 USD, purchaser price",811111,0.103
522190,Other Depository Credit Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,52A000,,,"General Freight Trucking, Local",484110,0.595
522210,Credit Card Issuing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,"kg CO2e/2022 USD, purchaser price",484110,0.595
522220,Sales Financing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,"General Freight Trucking, Long-Distance, Less Than Truckload",484122,0.595
522291,Consumer Lending,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,"kg CO2e/2022 USD, purchaser price",484122,0.595
522292,Real Estate Credit,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,"General Freight Trucking, Long-Distance, Truckload",484121,0.595
522293,International Trade Financing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,"kg CO2e/2022 USD, purchaser price",484121,0.595
522294,Secondary Market Financing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,General Line Grocery Merchant Wholesalers,424410,0.159
522298,All Other Nondepository Credit Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,"kg CO2e/2022 USD, purchaser price",424410,0.159
522310,Mortgage and Nonmortgage Loan Brokers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,General Medical and Surgical Hospitals,622110,0.145
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,"kg CO2e/2022 USD, purchaser price",622110,0.145
522390,Other Activities Related to Credit Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,,,General Rental Centers,532310,0.102
523110,Investment Banking and Securities Dealing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0,0.043,523A00,,,"kg CO2e/2022 USD, purchaser price",532310,0.102
523120,Securities Brokerage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0,0.043,523A00,,,General Warehousing and Storage,493110,0.244
523130,Commodity Contracts Dealing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0,0.043,523A00,,,"kg CO2e/2022 USD, purchaser price",493110,0.244
523140,Commodity Contracts Brokerage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0,0.043,523A00,,,Geophysical Surveying and Mapping Services,541360,0.103
523210,Securities and Commodity Exchanges,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0,0.043,523A00,,,"kg CO2e/2022 USD, purchaser price",541360,0.103
523910,Miscellaneous Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0,0.066,523900,,,"Gift, Novelty, and Souvenir Stores",453220,0.111
523920,Portfolio Management,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0,0.066,523900,,,"kg CO2e/2022 USD, purchaser price",453220,0.111
523930,Investment Advice,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0,0.066,523900,,,Glass and Glazing Contractors,238150,0.221
523991,"Trust, Fiduciary, and Custody Activities",All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0,0.066,523900,,,"kg CO2e/2022 USD, purchaser price",238150,0.221
523999,Miscellaneous Financial Investment Activities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0,0.066,523900,,,Glass Container Manufacturing,327213,0.537
524113,Direct Life Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0,0.051,524113,,,"kg CO2e/2022 USD, purchaser price",327213,0.537
524114,Direct Health and Medical Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0,0.033,5241XX,,,Glass Product Manufacturing Made of Purchased Glass,327215,0.537
524126,Direct Property and Casualty Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0,0.033,5241XX,,,"kg CO2e/2022 USD, purchaser price",327215,0.537
524127,Direct Title Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0,0.033,5241XX,,,Goat Farming,112420,1.077
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0,0.033,5241XX,,,"kg CO2e/2022 USD, purchaser price",112420,1.077
524130,Reinsurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0,0.033,5241XX,,,Gold Ore Mining,212221,0.54
524210,Insurance Agencies and Brokerages,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0,0.029,524200,,,"kg CO2e/2022 USD, purchaser price",212221,0.54
524291,Claims Adjusting,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0,0.029,524200,,,Golf Courses and Country Clubs,713910,0.235
524292,Third Party Administration of Insurance and Pension Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0,0.029,524200,,,"kg CO2e/2022 USD, purchaser price",713910,0.235
524298,All Other Insurance Related Activities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0,0.029,524200,,,Grain and Field Bean Merchant Wholesalers,424510,0.144
525110,Pension Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0,0.218,525000,,,"kg CO2e/2022 USD, purchaser price",424510,0.144
525120,Health and Welfare Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0,0.218,525000,,,Grantmaking Foundations,813211,0.059
525190,Other Insurance Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0,0.218,525000,,,"kg CO2e/2022 USD, purchaser price",813211,0.059
525910,Open-End Investment Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0,0.218,525000,,,Grape Vineyards,111332,0.429
525920,"Trusts, Estates, and Agency Accounts",All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0,0.218,525000,,,"kg CO2e/2022 USD, purchaser price",111332,0.429
525990,Other Financial Vehicles,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0,0.218,525000,,,Graphic Design Services,541430,0.094
531110,Lessors of Residential Buildings and Dwellings,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"531HSO, 531HST",,,"kg CO2e/2022 USD, purchaser price",541430,0.094
531120,Lessors of Nonresidential Buildings (excpet Miniwarehouses),All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,Greeting Card Publishers,511191,0.053
531130,Lessors of Miniwarehouses and Self-Storage Units,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,"kg CO2e/2022 USD, purchaser price",511191,0.053
531190,Lessors of Other Real Estate Property,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,Ground or Treated Mineral and Earth Manufacturing,327992,0.375
531210,Offices of Real Estate Agents and Brokers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,"kg CO2e/2022 USD, purchaser price",327992,0.375
531311,Residential Property Managers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,Guided Missile and Space Vehicle Manufacturing,336414,0.133
531312,Nonresidential Property Managers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,"kg CO2e/2022 USD, purchaser price",336414,0.133
531320,Offices of Real Estate Appraisers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,336415,0.286
531390,Other Activities Related to Real Estate,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,,,"kg CO2e/2022 USD, purchaser price",336415,0.286
532111,Passenger Car Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0,0.11,532100,,,Gypsum Product Manufacturing,327420,1.56
532112,Passenger Car Leasing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0,0.11,532100,,,"kg CO2e/2022 USD, purchaser price",327420,1.56
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0,0.11,532100,,,Hardware Manufacturing,332510,0.157
532210,Consumer Electronics and Appliances Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,532A00,,,"kg CO2e/2022 USD, purchaser price",332510,0.157
532281,Formal Wear and Costume Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,532A00,,,Hardware Merchant Wholesalers,423710,0.108
532282,Video Tape and Disc Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,532A00,,,"kg CO2e/2022 USD, purchaser price",423710,0.108
532283,Home Health Equipment Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,532A00,,,Hardware Stores,444130,0.087
532284,Recreational Goods Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,532A00,,,"kg CO2e/2022 USD, purchaser price",444130,0.087
532289,All Other Consumer Goods Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,532A00,,,Hardwood Veneer and Plywood Manufacturing,321211,0.187
532310,General Rental Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,532A00,,,"kg CO2e/2022 USD, purchaser price",321211,0.187
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.106,0,0.106,532400,,,Hay Farming,111940,0.703
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.106,0,0.106,532400,,,"kg CO2e/2022 USD, purchaser price",111940,0.703
532420,Office Machinery and Equipment Rental and Leasing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.106,0,0.106,532400,,,Hazardous Waste Collection,562112,0.988
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.106,0,0.106,532400,,,"kg CO2e/2022 USD, purchaser price",562112,0.988
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),All GHGs,"kg CO2e/2022 USD, purchaser price",0.052,0,0.052,533000,,,Hazardous Waste Treatment and Disposal,562211,0.988
541110,Offices of Lawyers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.041,0,0.041,541100,,,"kg CO2e/2022 USD, purchaser price",562211,0.988
541120,Offices of Notaries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.041,0,0.041,541100,,,Health and Welfare Funds,525120,0.218
541191,Title Abstract and Settlement Offices,All GHGs,"kg CO2e/2022 USD, purchaser price",0.041,0,0.041,541100,,,"kg CO2e/2022 USD, purchaser price",525120,0.218
541199,All Other Legal Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.041,0,0.041,541100,,,Heating Equipment (except Warm Air Furnaces) Manufacturing,333414,0.138
541211,Offices of Certified Public Accountants,All GHGs,"kg CO2e/2022 USD, purchaser price",0.054,0,0.054,541200,,,"kg CO2e/2022 USD, purchaser price",333414,0.138
541213,Tax Preparation Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.054,0,0.054,541200,,,Heavy Duty Truck Manufacturing,336120,0.262
541214,Payroll Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.054,0,0.054,541200,,,"kg CO2e/2022 USD, purchaser price",336120,0.262
541219,Other Accounting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.054,0,0.054,541200,,,"Highway, Street, and Bridge Construction",237310,0.255
541310,Architectural Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,"kg CO2e/2022 USD, purchaser price",237310,0.255
541320,Landscape Architectural Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,Historical Sites,712120,0.136
541330,Engineering Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,"kg CO2e/2022 USD, purchaser price",712120,0.136
541340,Drafting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,HMO Medical Centers,621491,0.096
541350,Building Inspection Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,"kg CO2e/2022 USD, purchaser price",621491,0.096
541360,Geophysical Surveying and Mapping Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,"Hobby, Toy, and Game Stores",451120,0.111
541370,Surveying and Mapping (except Geophysical) Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,"kg CO2e/2022 USD, purchaser price",451120,0.111
541380,Testing Laboratories,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,,,Hog and Pig Farming,112210,1.077
541410,Interior Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,541400,,,"kg CO2e/2022 USD, purchaser price",112210,1.077
541420,Industrial Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,541400,,,Home and Garden Equipment Repair and Maintenance,811411,0.113
541430,Graphic Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,541400,,,"kg CO2e/2022 USD, purchaser price",811411,0.113
541490,Other Specialized Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,541400,,,Home Centers,444110,0.087
541511,Custom Computer Programming Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0,0.084,541511,,,"kg CO2e/2022 USD, purchaser price",444110,0.087
541512,Computer Systems Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.089,0,0.089,541512,,,Home Furnishing Merchant Wholesalers,423220,0.108
541513,Computer Facilities Management Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0,0.08,54151A,,,"kg CO2e/2022 USD, purchaser price",423220,0.108
541519,Other Computer Related Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0,0.08,54151A,,,Home Health Care Services,621610,0.104
541611,Administrative Management and General Management Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,541610,,,"kg CO2e/2022 USD, purchaser price",621610,0.104
